site_name,Cultural Venue Type,latitude,longitude
Greensleeves Records Ltd,Music (office based businesses),51.49457168,-0.212156212
Pendragon Productions Ltd,Music (office based businesses),51.49622629,-0.228154975
Rogues Records Ltd,Music (office based businesses),51.49622629,-0.228154975
Rocket Entertainment,Music (office based businesses),51.49602785,-0.212704286
First Access Entertainment,Music (office based businesses),51.49708299,-0.22771834
Spilt Milk Management Ltd,Music (office based businesses),51.5001094,-0.235799026
Godlike & Electric Records Ltd,Music (office based businesses),51.5000818,-0.221464145
Fat Controller Management Ltd,Music (office based businesses),51.50284393,-0.233459997
Calculated+ Records Ltd,Music (office based businesses),51.50313013,-0.233953238
Lima Limo Records Ltd,Music (office based businesses),51.5043631,-0.246009393
I E Music Ltd,Music (office based businesses),51.50889012,-0.227706698
Turning World Recordings Ltd,Music (office based businesses),51.46179893,0.156371207
Victory Media Ministries Ltd,Music (office based businesses),51.49333995,0.137072422
Playtime Publishing Ltd,Music (office based businesses),51.53335724,-0.222834155
Ard Records Ltd,Music (office based businesses),51.5460927,-0.236673626
Champion Records Ltd,Music (office based businesses),51.53424376,-0.241688248
Polo Records Ltd,Music (office based businesses),51.53424376,-0.241688248
Platform 3 Records Ltd,Music (office based businesses),51.53459348,-0.244025071
Ace Records Ltd,Music (office based businesses),51.535161,-0.264651411
Def - Deutsch Englische Freundschaft,Music (office based businesses),51.53652709,-0.204816067
Various Artist Management Ltd,Music (office based businesses),51.53683938,-0.204068374
Strictly Rhythm Publishing Ltd,Music (office based businesses),51.53814778,-0.224449934
Malicious Damage Records Ltd,Music (office based businesses),51.53806344,-0.20061705
Sugar Records Ltd,Music (office based businesses),51.53897217,-0.20182133
Throwing Records Ltd,Music (office based businesses),51.5402244,-0.208434278
Cross X Roads Ltd,Music (office based businesses),51.55269558,-0.262772209
Applause Records Inc Ltd,Music (office based businesses),51.5429393,-0.230897188
Audio Fidelity Records Inc Ltd,Music (office based businesses),51.5429393,-0.230897188
Boardwalk Records Inc Ltd,Music (office based businesses),51.5429393,-0.230897188
Charlie Parker Records Ltd,Music (office based businesses),51.5429393,-0.230897188
Rko Unique Ltd,Music (office based businesses),51.5429393,-0.230897188
Skye Recording Company Ltd,Music (office based businesses),51.5429393,-0.230897188
Black Party Ltd,Music (office based businesses),51.55146114,-0.265646422
Search Party Entertainment Ltd,Music (office based businesses),51.55146114,-0.265646422
Amphibic Records Ltd,Music (office based businesses),51.55322304,-0.231839587
Chimpsky  Records Ltd,Music (office based businesses),51.5551664,-0.311940479
Halloumi Records Ltd,Music (office based businesses),51.5581998,-0.312766065
Exceptional Records Ltd,Music (office based businesses),51.50043002,-0.253623838
130701 Ltd,Music (office based businesses),51.50547975,-0.249727425
Soko Records,Music (office based businesses),51.50517244,-0.255661523
Cooking Vinyl Ltd,Music (office based businesses),51.50547975,-0.249727425
Repeat Performance Multimedia Ltd,Music (office based businesses),51.50976271,-0.276626991
M Dynasty Records Ltd,Music (office based businesses),51.51282606,-0.309802599
Dee O'reilly Management Ltd,Music (office based businesses),51.51947957,-0.327313983
Keystone Records Ltd,Music (office based businesses),51.51947957,-0.327313983
Kavanagh Management Ltd,Music (office based businesses),51.52190837,-0.309797693
Tiger Books Ltd,Music (office based businesses),51.53347133,-0.314083933
Blueshift Records Ltd,Music (office based businesses),51.53440678,-0.370758103
Signum Records,Music (office based businesses),51.53703649,-0.312495768
Hed Kandi Records,Music (office based businesses),51.49765143,-0.09919752
Ministry Of Sound,Music (office based businesses),51.49765143,-0.09919752
Making Music,Music (office based businesses),51.503476,-0.082125999
Hak Attack Records Ltd,Music (office based businesses),51.49685023,-0.02036567
Burr Production Management Ltd,Music (office based businesses),51.50598899,-0.070102256
Forwind Publishing Ltd,Music (office based businesses),51.51142046,-0.027400776
Flow 2 The Floor Records Ltd,Music (office based businesses),51.51237032,-0.010165995
The Record Label Ltd,Music (office based businesses),51.51457379,-0.029887605
Operaupclose,Music (office based businesses),51.525243,-0.057367
Recognition,Music (office based businesses),51.51813789,-0.075008138
Famous Friends Records Ltd,Music (office based businesses),51.51953063,-0.052621374
Innerground Music Limited,Music (office based businesses),51.52035959,-0.048391308
Rough Trade East,Music (office based businesses),51.52153803,-0.072327628
Alpha Music Publishing Uk Ltd,Music (office based businesses),51.52618353,-0.062832631
We Are Social Records Ltd,Music (office based businesses),51.53065589,-0.072288301
Metropolis,Music (office based businesses),51.53248578,-0.056768658
Insanity,Music (office based businesses),51.50109594,-0.19134009
Stiff Records Ltd,Music (office based businesses),51.51547444,-0.208872832
Eleven Management,Music (office based businesses),51.51668235,-0.22266211
Quest Management,Music (office based businesses),51.52168377,-0.209162425
Tenor Vossa Records Ltd,Music (office based businesses),51.50606496,-0.136515077
Made In Soho Records Ltd,Music (office based businesses),51.51237152,-0.133288727
Adelphoi Music,Music (office based businesses),51.51290528,-0.128409995
Soho Artists,Music (office based businesses),51.51388802,-0.135345333
Clearcut Sound Studios Ltd,Music (office based businesses),51.51406043,-0.134877088
F Star Star K Ltd,Music (office based businesses),51.51401743,-0.131045117
Major Tom,Music (office based businesses),51.515104,-0.135468605
Urok Management,Music (office based businesses),51.51691527,-0.141938297
Manners Mcdade Music Publishing Ltd,Music (office based businesses),51.51799236,-0.140107134
Eclipse Sat Ltd,Music (office based businesses),51.51957353,-0.143415624
Snapper Music Plc,Music (office based businesses),51.52115989,-0.167668736
Hall Or Nothing Management,Music (office based businesses),51.52146566,-0.143079166
Ignition Records Ltd,Music (office based businesses),51.52356564,-0.161647353
Minder Music,Music (office based businesses),51.52482256,-0.186939786
Rak Publishing Ltd,Music (office based businesses),51.53419804,-0.167591919
Negart Records Ltd,Music (office based businesses),51.52341791,-0.102665186
Ok Media Ltd,Music (office based businesses),51.53768104,-0.094948255
East City Management,Music (office based businesses),51.53989488,-0.088424071
Autonomy Music Group,Music (office based businesses),51.54256537,-0.123472025
Karma Artists Music Management,Music (office based businesses),51.54276192,-0.122829385
Everybody's,Music (office based businesses),51.54920231,-0.100596938
Red Light Management,Music (office based businesses),51.5232091,-0.083746266
68 Publishing Ltd,Music (office based businesses),51.52598566,-0.084163044
Enhanced Music Ltd,Music (office based businesses),51.52629377,-0.079911628
Soundtree Music Ltd,Music (office based businesses),51.52636723,-0.082200776
Peters Edition Ltd,Music (office based businesses),51.52760927,-0.085565382
Btm Records Ltd,Music (office based businesses),51.530326,-0.093900191
Solar Management Ltd,Music (office based businesses),51.53223263,-0.095017237
Black Note Music Management Ltd,Music (office based businesses),51.53859841,-0.046341845
Buff Records Ltd,Music (office based businesses),51.54281117,-0.079244977
Half Baked Records Ltd,Music (office based businesses),51.54439017,-0.022729634
Cp Audio Ltd,Music (office based businesses),51.54601335,-0.075461249
Soulvent Records Ltd,Music (office based businesses),51.55339042,-0.047367324
Cutsy Ltd,Music (office based businesses),51.54812578,-0.066126816
Soviet Science Music Publishing Ltd,Music (office based businesses),51.54962808,-0.05257678
Elite Management On Demand Ltd,Music (office based businesses),51.55392196,-0.08394139
Blue Print Music Publishing Ltd,Music (office based businesses),51.55338951,-0.039216919
Lucky Seven,Music (office based businesses),51.56191529,-0.080575959
Milton Music Ltd,Music (office based businesses),51.56332312,-0.094656131
Nonamerecords Ltd,Music (office based businesses),51.52003255,0.208853926
A1 Records Ltd,Music (office based businesses),51.56486635,0.165732275
Fiction,Music (office based businesses),51.57519256,0.18260357
Supersonic Sound Ltd,Music (office based businesses),51.57674023,0.184005485
Syn Cyr Records Ltd,Music (office based businesses),51.58656055,0.225617731
Detriment Records Ltd,Music (office based businesses),51.53100778,-0.452439243
Abc Digital Publishing Ltd,Music (office based businesses),51.5573716,-0.472893221
Fusion Records Ltd,Music (office based businesses),51.61047725,-0.408359527
Craft Productions Ltd,Music (office based businesses),51.58030478,-0.103761061
Around The Way Music Publishing Ltd,Music (office based businesses),51.57888167,-0.114211833
Moorish Music Ltd,Music (office based businesses),51.5805209,-0.104892297
Cfn Records Ltd,Music (office based businesses),51.58466968,-0.082418307
Cala Records Ltd,Music (office based businesses),51.58673331,-0.157885803
R2 Records Ltd,Music (office based businesses),51.58800816,-0.096352592
Sintra Records Ltd,Music (office based businesses),51.58946808,-0.139137934
Guerrero Records Ltd,Music (office based businesses),51.58895644,-0.076766651
Dongola Records Ltd,Music (office based businesses),51.59080761,-0.079980048
Bright Pink Records Ltd,Music (office based businesses),51.59264744,-0.107968307
D'metri Reality Entertainment Records Ltd,Music (office based businesses),51.59395444,-0.080497093
Deaf Fret Management Ltd,Music (office based businesses),51.59831489,-0.137895714
Musicbooky Ltd,Music (office based businesses),51.59998637,-0.100804722
String Tree Records Ltd,Music (office based businesses),51.60041563,-0.097884456
Iridescent Music Ltd,Music (office based businesses),51.60679769,-0.088880558
Simplicity Records Ltd,Music (office based businesses),51.54013927,0.09872565
Nasha Records Ltd,Music (office based businesses),51.54259876,0.104996915
Catchy Records Ltd,Music (office based businesses),51.55768462,0.143476821
Fuzz Club Ltd,Music (office based businesses),51.55737039,0.008806218
Numen Records Ltd,Music (office based businesses),51.57128985,0.008871332
Damaged Records,Music (office based businesses),51.57268505,0.00984196
This Feeling Records Ltd,Music (office based businesses),51.57885739,-0.016240351
Radiotone Records Ltd,Music (office based businesses),51.57915696,-0.032436353
Mvls Studio,Music (office based businesses),51.58997015,-0.023596134
Bokhari Records Ltd,Music (office based businesses),51.59950877,-0.013348928
Hw Records Ltd,Music (office based businesses),51.6057834,-0.001579654
D.a.d. International Licensing Ltd,Music (office based businesses),51.62859981,0.010924255
Shaw Audio Video Installation Ltd,Music (office based businesses),51.56119651,-0.21915195
Iknobipick-Chores Uk Ltd,Music (office based businesses),51.57980145,-0.243580706
Unbelievable Records Ltd,Music (office based businesses),51.6138238,-0.166264463
Divine Comedy Records Uk Ltd,Music (office based businesses),51.59149298,-0.173588358
Umbrella Records Ltd,Music (office based businesses),51.59149298,-0.173588358
Navras Records Ltd,Music (office based businesses),51.5941676,-0.220633619
Sliding Vinyl Ltd,Music (office based businesses),51.60000532,-0.171629523
Phonocord Ltd,Music (office based businesses),51.61024053,-0.226822721
Venus Music & Records Ltd,Music (office based businesses),51.61374329,-0.281010596
Noisy Records Ltd,Music (office based businesses),51.61405307,-0.185638994
Pavilion Records Ltd,Music (office based businesses),51.62024296,-0.181780678
Ice Records Ltd,Music (office based businesses),51.632191,-0.175811863
Trendkill Records Ltd,Music (office based businesses),51.64368411,-0.153438879
Albam Records Ltd,Music (office based businesses),51.6464509,-0.163574676
Rnc Records Ltd,Music (office based businesses),51.56020445,0.110613852
Erra Records Ltd,Music (office based businesses),51.58150078,0.069654969
Fidelity Records Ltd,Music (office based businesses),51.58169395,0.07957995
Basildon Studios Ltd,Music (office based businesses),51.58972681,0.031179682
Gold Coast Army Records Ltd,Music (office based businesses),51.59824237,0.082530863
Sound For Health Ltd,Music (office based businesses),51.5832831,-0.374841883
Disc Wizards Ltd,Music (office based businesses),51.59310453,-0.332031307
Cadillac Music & Publishing Ltd,Music (office based businesses),51.60850155,-0.384859254
Bronze Records Ltd,Music (office based businesses),51.61056582,-0.320529986
